beam_id,policy,offered_payload_mbps,offered_ip_mbps,rx_mbps,rx_mbps_observed_window,measurement_window_s,demand_satisfaction,tx_packets,rx_packets,lost_packets,delivery_ratio,loss_rate,mean_delay_ms,final_virtual_backlog_mb,last_allocated_channels,last_beam_capacity_mbps,ewma_served_mbps,scenario,is_hotspot
3,longest_queue_first,1.2,1.2336,1.233463,1.233437,120.002503,0.999889,17998,17998,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
4,longest_queue_first,1.2,1.2336,1.233394,1.233437,119.995836,0.999833,17997,17997,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
5,longest_queue_first,1.2,1.2336,1.233394,1.233437,119.995836,0.999833,17997,17997,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
6,longest_queue_first,1.2,1.2336,1.233326,1.233437,119.98917,0.999778,17996,17996,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
7,longest_queue_first,1.2,1.2336,1.233257,1.233424,119.983751,0.999722,17995,17995,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
8,longest_queue_first,1.2,1.2336,1.233189,1.233424,119.977085,0.999667,17994,17994,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
9,longest_queue_first,1.2,1.2336,1.233189,1.233424,119.977085,0.999667,17994,17994,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
10,longest_queue_first,1.2,1.2336,1.23312,1.233424,119.970418,0.999611,17993,17993,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
11,longest_queue_first,1.2,1.2336,1.233052,1.233424,119.963751,0.999556,17992,17992,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
12,longest_queue_first,1.2,1.2336,1.232983,1.233424,119.957085,0.9995,17991,17991,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
13,longest_queue_first,1.2,1.2336,1.232983,1.233424,119.957085,0.9995,17991,17991,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
14,longest_queue_first,1.2,1.2336,1.232915,1.233424,119.950418,0.999444,17990,17990,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
15,longest_queue_first,1.2,1.2336,1.232846,1.233424,119.943751,0.999389,17989,17989,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
16,longest_queue_first,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
17,longest_queue_first,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
18,longest_queue_first,1.2,1.2336,1.232709,1.233424,119.930418,0.999278,17987,17987,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
0,proportional_fair,4.0,4.112,4.112,4.111341,120.019248,1.0,60000,60000,0,1.0,0.0,21.248485,0.0,6,6.6,4.112,light,True
1,proportional_fair,1.2,1.2336,1.2336,1.233437,120.015836,1.0,18000,18000,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
2,proportional_fair,1.2,1.2336,1.233531,1.233437,120.00917,0.999944,17999,17999,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
3,proportional_fair,1.2,1.2336,1.233463,1.233437,120.002503,0.999889,17998,17998,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
4,proportional_fair,1.2,1.2336,1.233394,1.233437,119.995836,0.999833,17997,17997,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
5,proportional_fair,1.2,1.2336,1.233394,1.233437,119.995836,0.999833,17997,17997,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
6,proportional_fair,1.2,1.2336,1.233326,1.233437,119.98917,0.999778,17996,17996,0,1.0,0.0,22.49697,0.0,3,3.3,1.2336,light,False
7,proportional_fair,1.2,1.2336,1.233257,1.233424,119.983751,0.999722,17995,17995,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
8,proportional_fair,1.2,1.2336,1.233189,1.233424,119.977085,0.999667,17994,17994,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
9,proportional_fair,1.2,1.2336,1.233189,1.233424,119.977085,0.999667,17994,17994,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
10,proportional_fair,1.2,1.2336,1.23312,1.233424,119.970418,0.999611,17993,17993,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
11,proportional_fair,1.2,1.2336,1.233052,1.233424,119.963751,0.999556,17992,17992,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
12,proportional_fair,1.2,1.2336,1.232983,1.233424,119.957085,0.9995,17991,17991,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
13,proportional_fair,1.2,1.2336,1.232983,1.233424,119.957085,0.9995,17991,17991,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
14,proportional_fair,1.2,1.2336,1.232915,1.233424,119.950418,0.999444,17990,17990,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
15,proportional_fair,1.2,1.2336,1.232846,1.233424,119.943751,0.999389,17989,17989,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
16,proportional_fair,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
17,proportional_fair,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
18,proportional_fair,1.2,1.2336,1.232709,1.233424,119.930418,0.999278,17987,17987,0,1.0,0.0,23.745455,0.0,2,2.2,1.2336,light,False
0,round_robin,4.0,4.112,0.624476,2.417333,30.999907,0.151867,60000,9112,49587,0.151867,0.848133,5391.041741,20.2925,2,2.2,2.52645,light,True
1,round_robin,1.2,1.2336,1.2336,1.233424,120.017085,1.0,18000,18000,0,1.0,0.0,23.110808,0.0,2,2.2,1.2336,light,False
2,round_robin,1.2,1.2336,1.233531,1.233424,120.010418,0.999944,17999,17999,0,1.0,0.0,23.100438,0.0,2,2.2,1.2336,light,False
3,round_robin,1.2,1.2336,1.233463,1.233424,120.003751,0.999889,17998,17998,0,1.0,0.0,23.090066,0.0,2,2.2,1.2336,light,False
4,round_robin,1.2,1.2336,1.233394,1.233424,119.997085,0.999833,17997,17997,0,1.0,0.0,23.079693,0.0,2,2.2,1.2336,light,False
5,round_robin,1.2,1.2336,1.233394,1.233437,119.995836,0.999833,17997,17997,0,1.0,0.0,23.058882,0.0,3,3.3,1.2336,light,False
6,round_robin,1.2,1.2336,1.233326,1.233437,119.98917,0.999778,17996,17996,0,1.0,0.0,23.058913,0.0,3,3.3,1.2336,light,False
7,round_robin,1.2,1.2336,1.233257,1.233437,119.982503,0.999722,17995,17995,0,1.0,0.0,23.058944,0.0,3,3.3,1.2336,light,False
8,round_robin,1.2,1.2336,1.233189,1.233437,119.975836,0.999667,17994,17994,0,1.0,0.0,23.058976,0.0,3,3.3,1.2336,light,False
9,round_robin,1.2,1.2336,1.233189,1.233437,119.975836,0.999667,17994,17994,0,1.0,0.0,23.058976,0.0,3,3.3,1.2336,light,False
10,round_robin,1.2,1.2336,1.23312,1.233437,119.96917,0.999611,17993,17993,0,1.0,0.0,23.059007,0.0,3,3.3,1.2336,light,False
11,round_robin,1.2,1.2336,1.233052,1.233437,119.962503,0.999556,17992,17992,0,1.0,0.0,23.068892,0.0,3,3.3,1.2336,light,False
12,round_robin,1.2,1.2336,1.232983,1.233437,119.955836,0.9995,17991,17991,0,1.0,0.0,23.079263,0.0,3,3.3,1.2336,light,False
13,round_robin,1.2,1.2336,1.232983,1.233437,119.955836,0.9995,17991,17991,0,1.0,0.0,23.089672,0.0,3,3.3,1.2336,light,False
14,round_robin,1.2,1.2336,1.232915,1.233437,119.94917,0.999444,17990,17990,0,1.0,0.0,23.100046,0.0,3,3.3,1.2336,light,False
15,round_robin,1.2,1.2336,1.232846,1.233424,119.943751,0.999389,17989,17989,0,1.0,0.0,23.120831,0.0,2,2.2,1.2336,light,False
16,round_robin,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.120796,0.0,2,2.2,1.2336,light,False
17,round_robin,1.2,1.2336,1.232778,1.233424,119.937085,0.999333,17988,17988,0,1.0,0.0,23.120796,0.0,2,2.2,1.2336,light,False
18,round_robin,1.2,1.2336,1.232709,1.233424,119.930418,0.999278,17987,17987,0,1.0,0.0,23.120761,0.0,2,2.2,1.2336,light,False
0,equal,8.0,8.224,0.479665,3.198088,17.998184,0.058325,120000,6999,111349,0.058325,0.941675,5268.950123,73.86,3,3.3,3.3,medium,True
1,equal,2.0,2.056,2.055931,2.055683,120.014497,0.999967,29999,29999,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
2,equal,2.0,2.056,2.055863,2.055683,120.010497,0.999933,29998,29998,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
3,equal,2.0,2.056,2.055794,2.055683,120.006497,0.9999,29997,29997,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
4,equal,2.0,2.056,2.055657,2.055683,119.998497,0.999833,29995,29995,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
5,equal,2.0,2.056,2.055589,2.055683,119.994497,0.9998,29994,29994,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
6,equal,2.0,2.056,2.05552,2.055683,119.990497,0.999767,29993,29993,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
7,equal,2.0,2.056,2.055452,2.055683,119.986497,0.999733,29992,29992,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
8,equal,2.0,2.056,2.055315,2.055683,119.978497,0.999667,29990,29990,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
9,equal,2.0,2.056,2.055246,2.055683,119.974497,0.999633,29989,29989,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
10,equal,2.0,2.056,2.055178,2.055662,119.971745,0.9996,29988,29988,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
11,equal,2.0,2.056,2.055109,2.055662,119.967745,0.999567,29987,29987,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
12,equal,2.0,2.056,2.054972,2.055662,119.959745,0.9995,29985,29985,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
13,equal,2.0,2.056,2.054903,2.055662,119.955745,0.999467,29984,29984,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
14,equal,2.0,2.056,2.054835,2.055662,119.951745,0.999433,29983,29983,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
15,equal,2.0,2.056,2.054766,2.055662,119.947745,0.9994,29982,29982,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
16,equal,2.0,2.056,2.054629,2.055662,119.939745,0.999333,29980,29980,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
17,equal,2.0,2.056,2.054561,2.055662,119.935745,0.9993,29979,29979,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
18,equal,2.0,2.056,2.054492,2.055662,119.931745,0.999267,29978,29978,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
0,greedy_backlog,8.0,8.224,2.890119,6.305768,54.999534,0.351425,120000,42171,73859,0.351425,0.648575,5264.469832,24.36,6,6.6,6.6,medium,True
1,greedy_backlog,2.0,2.056,2.055931,2.055705,120.013248,0.999967,29999,29999,0,1.0,0.0,392.915242,0.0,6,6.6,2.27541,medium,False
2,greedy_backlog,2.0,2.056,2.055863,2.011769,122.630182,0.999933,29998,29998,0,1.0,0.0,423.202814,0.239,1,1.1,1.852262,medium,False
3,greedy_backlog,2.0,2.056,2.055794,2.011767,122.626182,0.9999,29997,29997,0,1.0,0.0,443.258772,0.239,1,1.1,1.852262,medium,False
4,greedy_backlog,2.0,2.056,2.055657,2.026186,121.745455,0.999833,29995,29995,0,1.0,0.0,416.795669,0.1195,1,1.1,2.040328,medium,False
5,greedy_backlog,2.0,2.056,2.055589,2.026185,121.741454,0.9998,29994,29994,0,1.0,0.0,436.324343,0.1195,1,1.1,2.040328,medium,False
6,greedy_backlog,2.0,2.056,2.05552,2.0557,119.989498,0.999767,29993,29993,0,1.0,0.0,433.477097,0.0,5,5.5,2.27541,medium,False
7,greedy_backlog,2.0,2.056,2.055452,2.055704,119.985248,0.999733,29992,29992,0,1.0,0.0,648.313018,0.0,6,6.6,2.395393,medium,False
8,greedy_backlog,2.0,2.056,2.055315,2.055704,119.977248,0.999667,29990,29990,0,1.0,0.0,648.884246,0.0,6,6.6,2.395393,medium,False
9,greedy_backlog,2.0,2.056,2.055246,2.055704,119.973248,0.999633,29989,29989,0,1.0,0.0,637.586742,0.0,6,6.6,2.395393,medium,False
10,greedy_backlog,2.0,2.056,2.055178,1.997534,123.462909,0.9996,29988,29988,0,1.0,0.0,685.963512,0.3585,1,1.1,1.763241,medium,False
11,greedy_backlog,2.0,2.056,2.055109,1.997532,123.458909,0.999567,29987,29987,0,1.0,0.0,686.515133,0.3585,1,1.1,1.763241,medium,False
12,greedy_backlog,2.0,2.056,2.054972,1.997528,123.450909,0.9995,29985,29985,0,1.0,0.0,686.55949,0.3585,1,1.1,1.763241,medium,False
13,greedy_backlog,2.0,2.056,2.054903,2.011748,122.574182,0.999467,29984,29984,0,1.0,0.0,672.396175,0.239,1,1.1,1.929051,medium,False
14,greedy_backlog,2.0,2.056,2.054835,2.011747,122.570182,0.999433,29983,29983,0,1.0,0.0,672.417884,0.239,1,1.1,1.929051,medium,False
15,greedy_backlog,2.0,2.056,2.054766,2.011746,122.566182,0.9994,29982,29982,0,1.0,0.0,663.173433,0.239,1,1.1,1.929051,medium,False
16,greedy_backlog,2.0,2.056,2.054629,2.026171,121.685455,0.999333,29980,29980,0,1.0,0.0,656.273606,0.1195,1,1.1,2.136314,medium,False
17,greedy_backlog,2.0,2.056,2.054561,2.02617,121.681455,0.9993,29979,29979,0,1.0,0.0,656.294789,0.1195,1,1.1,2.136314,medium,False
18,greedy_backlog,2.0,2.056,2.054492,2.026169,121.677454,0.999267,29978,29978,0,1.0,0.0,656.283406,0.1195,1,1.1,2.136314,medium,False
0,longest_queue_first,8.0,8.224,2.890119,6.305768,54.999534,0.351425,120000,42171,73859,0.351425,0.648575,5264.469832,24.36,6,6.6,6.6,medium,True
1,longest_queue_first,2.0,2.056,2.055931,2.055683,120.014497,0.999967,29999,29999,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
2,longest_queue_first,2.0,2.056,2.055863,2.055683,120.010497,0.999933,29998,29998,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
3,longest_queue_first,2.0,2.056,2.055794,2.055683,120.006497,0.9999,29997,29997,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
4,longest_queue_first,2.0,2.056,2.055657,2.055683,119.998497,0.999833,29995,29995,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
5,longest_queue_first,2.0,2.056,2.055589,2.055683,119.994497,0.9998,29994,29994,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
6,longest_queue_first,2.0,2.056,2.05552,2.055683,119.990497,0.999767,29993,29993,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
7,longest_queue_first,2.0,2.056,2.055452,2.055662,119.987745,0.999733,29992,29992,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
8,longest_queue_first,2.0,2.056,2.055315,2.055662,119.979745,0.999667,29990,29990,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
9,longest_queue_first,2.0,2.056,2.055246,2.055662,119.975745,0.999633,29989,29989,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
10,longest_queue_first,2.0,2.056,2.055178,2.055662,119.971745,0.9996,29988,29988,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
11,longest_queue_first,2.0,2.056,2.055109,2.055662,119.967745,0.999567,29987,29987,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
12,longest_queue_first,2.0,2.056,2.054972,2.055662,119.959745,0.9995,29985,29985,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
13,longest_queue_first,2.0,2.056,2.054903,2.055662,119.955745,0.999467,29984,29984,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
14,longest_queue_first,2.0,2.056,2.054835,2.055662,119.951745,0.999433,29983,29983,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
15,longest_queue_first,2.0,2.056,2.054766,2.055662,119.947745,0.9994,29982,29982,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
16,longest_queue_first,2.0,2.056,2.054629,2.055662,119.939745,0.999333,29980,29980,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
17,longest_queue_first,2.0,2.056,2.054561,2.055662,119.935745,0.9993,29979,29979,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
18,longest_queue_first,2.0,2.056,2.054492,2.055662,119.931745,0.999267,29978,29978,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
0,proportional_fair,8.0,8.224,2.890119,6.305768,54.999534,0.351425,120000,42171,73859,0.351425,0.648575,5264.469832,24.36,6,6.6,6.6,medium,True
1,proportional_fair,2.0,2.056,2.055931,2.055683,120.014497,0.999967,29999,29999,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
2,proportional_fair,2.0,2.056,2.055863,2.055683,120.010497,0.999933,29998,29998,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
3,proportional_fair,2.0,2.056,2.055794,2.055683,120.006497,0.9999,29997,29997,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
4,proportional_fair,2.0,2.056,2.055657,2.055683,119.998497,0.999833,29995,29995,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
5,proportional_fair,2.0,2.056,2.055589,2.055683,119.994497,0.9998,29994,29994,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
6,proportional_fair,2.0,2.056,2.05552,2.055683,119.990497,0.999767,29993,29993,0,1.0,0.0,22.49697,0.0,3,3.3,2.056,medium,False
7,proportional_fair,2.0,2.056,2.055452,2.055662,119.987745,0.999733,29992,29992,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
8,proportional_fair,2.0,2.056,2.055315,2.055662,119.979745,0.999667,29990,29990,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
9,proportional_fair,2.0,2.056,2.055246,2.055662,119.975745,0.999633,29989,29989,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
10,proportional_fair,2.0,2.056,2.055178,2.055662,119.971745,0.9996,29988,29988,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
11,proportional_fair,2.0,2.056,2.055109,2.055662,119.967745,0.999567,29987,29987,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
12,proportional_fair,2.0,2.056,2.054972,2.055662,119.959745,0.9995,29985,29985,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
13,proportional_fair,2.0,2.056,2.054903,2.055662,119.955745,0.999467,29984,29984,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
14,proportional_fair,2.0,2.056,2.054835,2.055662,119.951745,0.999433,29983,29983,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
15,proportional_fair,2.0,2.056,2.054766,2.055662,119.947745,0.9994,29982,29982,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
16,proportional_fair,2.0,2.056,2.054629,2.055662,119.939745,0.999333,29980,29980,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
17,proportional_fair,2.0,2.056,2.054561,2.055662,119.935745,0.9993,29979,29979,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
18,proportional_fair,2.0,2.056,2.054492,2.055662,119.931745,0.999267,29978,29978,0,1.0,0.0,23.745455,0.0,2,2.2,2.056,medium,False
0,round_robin,8.0,8.224,0.342255,2.567019,15.99936,0.041617,120000,4994,113772,0.041617,0.958383,6050.34645,81.9725,2,2.2,2.52645,medium,True
1,round_robin,2.0,2.056,2.055931,2.055662,120.015745,0.999967,29999,29999,0,1.0,0.0,23.110829,0.0,2,2.2,2.056,medium,False
2,round_robin,2.0,2.056,2.055863,2.055662,120.011745,0.999933,29998,29998,0,1.0,0.0,23.100445,0.0,2,2.2,2.056,medium,False
3,round_robin,2.0,2.056,2.055794,2.055662,120.007745,0.9999,29997,29997,0,1.0,0.0,23.09006,0.0,2,2.2,2.056,medium,False
4,round_robin,2.0,2.056,2.055657,2.055662,119.999745,0.999833,29995,29995,0,1.0,0.0,23.079693,0.0,2,2.2,2.056,medium,False
5,round_robin,2.0,2.056,2.055589,2.055683,119.994497,0.9998,29994,29994,0,1.0,0.0,23.058901,0.0,3,3.3,2.056,medium,False
6,round_robin,2.0,2.056,2.05552,2.055683,119.990497,0.999767,29993,29993,0,1.0,0.0,23.058919,0.0,3,3.3,2.056,medium,False
7,round_robin,2.0,2.056,2.055452,2.055683,119.986497,0.999733,29992,29992,0,1.0,0.0,23.058938,0.0,3,3.3,2.056,medium,False
8,round_robin,2.0,2.056,2.055315,2.055683,119.978497,0.999667,29990,29990,0,1.0,0.0,23.058976,0.0,3,3.3,2.056,medium,False
9,round_robin,2.0,2.056,2.055246,2.055683,119.974497,0.999633,29989,29989,0,1.0,0.0,23.058994,0.0,3,3.3,2.056,medium,False
10,round_robin,2.0,2.056,2.055178,2.055683,119.970497,0.9996,29988,29988,0,1.0,0.0,23.059013,0.0,3,3.3,2.056,medium,False
11,round_robin,2.0,2.056,2.055109,2.055683,119.966497,0.999567,29987,29987,0,1.0,0.0,23.068899,0.0,3,3.3,2.056,medium,False
12,round_robin,2.0,2.056,2.054972,2.055683,119.958497,0.9995,29985,29985,0,1.0,0.0,23.079263,0.0,3,3.3,2.056,medium,False
13,round_robin,2.0,2.056,2.054903,2.055683,119.954497,0.999467,29984,29984,0,1.0,0.0,23.089651,0.0,3,3.3,2.056,medium,False
14,round_robin,2.0,2.056,2.054835,2.055683,119.950497,0.999433,29983,29983,0,1.0,0.0,23.100039,0.0,3,3.3,2.056,medium,False
15,round_robin,2.0,2.056,2.054766,2.055662,119.947745,0.9994,29982,29982,0,1.0,0.0,23.120838,0.0,2,2.2,2.056,medium,False
16,round_robin,2.0,2.056,2.054629,2.055662,119.939745,0.999333,29980,29980,0,1.0,0.0,23.120796,0.0,2,2.2,2.056,medium,False
17,round_robin,2.0,2.056,2.054561,2.055662,119.935745,0.9993,29979,29979,0,1.0,0.0,23.120775,0.0,2,2.2,2.056,medium,False
18,round_robin,2.0,2.056,2.054492,2.055662,119.931745,0.999267,29978,29978,0,1.0,0.0,23.120754,0.0,2,2.2,2.056,medium,False
